file_name,file_path,text,subject
高一物理人教版必修2课件：第五章 3 平抛运动 .pptx,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\物理\K48-02高中人教版物理全套课件\必修二\高一物理人教版必修2课件打包75份\高一物理人教版必修2课件：第五章 3 平抛运动 .pptx,占位符,物理
高一物理人教版必修2课件：第五章 4 实验：研究平抛运动 .pptx,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\物理\K48-02高中人教版物理全套课件\必修二\高一物理人教版必修2课件打包75份\高一物理人教版必修2课件：第五章 4 实验：研究平抛运动 .pptx,占位符,物理
高一物理人教版必修2课件：第五章 5 圆周运动 .pptx,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\物理\K48-02高中人教版物理全套课件\必修二\高一物理人教版必修2课件打包75份\高一物理人教版必修2课件：第五章 5 圆周运动 .pptx,占位符,物理
高一物理人教版必修2课件：第五章 6 向心加速度 .pptx,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\物理\K48-02高中人教版物理全套课件\必修二\高一物理人教版必修2课件打包75份\高一物理人教版必修2课件：第五章 6 向心加速度 .pptx,占位符,物理
高一物理人教版必修2课件：第五章 7 向心力 .pptx,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\物理\K48-02高中人教版物理全套课件\必修二\高一物理人教版必修2课件打包75份\高一物理人教版必修2课件：第五章 7 向心力 .pptx,占位符,物理
高一物理人教版必修2课件：第五章 8 生活中的圆周运动 .pptx,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\物理\K48-02高中人教版物理全套课件\必修二\高一物理人教版必修2课件打包75份\高一物理人教版必修2课件：第五章 8 生活中的圆周运动 .pptx,占位符,物理
高一物理人教版必修2课件：第五章 曲线运动 .pptx,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\物理\K48-02高中人教版物理全套课件\必修二\高一物理人教版必修2课件打包75份\高一物理人教版必修2课件：第五章 曲线运动 .pptx,占位符,物理
高一物理人教版必修2课件：第六章 1 行星的运动 .pptx,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\物理\K48-02高中人教版物理全套课件\必修二\高一物理人教版必修2课件打包75份\高一物理人教版必修2课件：第六章 1 行星的运动 .pptx,占位符,物理
高一物理人教版必修2课件：第六章 2-3 太阳与行星间的引力　万有引力定律 .pptx,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\物理\K48-02高中人教版物理全套课件\必修二\高一物理人教版必修2课件打包75份\高一物理人教版必修2课件：第六章 2-3 太阳与行星间的引力　万有引力定律 .pptx,占位符,物理
高一物理人教版必修2课件：第六章 4 万有引力理论的成就 .pptx,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\物理\K48-02高中人教版物理全套课件\必修二\高一物理人教版必修2课件打包75份\高一物理人教版必修2课件：第六章 4 万有引力理论的成就 .pptx,占位符,物理
高一物理人教版必修2课件：第六章 5 宇宙航行 .pptx,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\物理\K48-02高中人教版物理全套课件\必修二\高一物理人教版必修2课件打包75份\高一物理人教版必修2课件：第六章 5 宇宙航行 .pptx,占位符,物理
高一物理人教版必修2课件：第六章 6 习题课：天体运动 .pptx,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\物理\K48-02高中人教版物理全套课件\必修二\高一物理人教版必修2课件打包75份\高一物理人教版必修2课件：第六章 6 习题课：天体运动 .pptx,占位符,物理
高一物理人教版必修2课件：第六章 7 经典力学的局限性 .pptx,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\物理\K48-02高中人教版物理全套课件\必修二\高一物理人教版必修2课件打包75份\高一物理人教版必修2课件：第六章 7 经典力学的局限性 .pptx,占位符,物理
高一物理人教版必修2课件：第六章 万有引力与航天 .pptx,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\物理\K48-02高中人教版物理全套课件\必修二\高一物理人教版必修2课件打包75份\高一物理人教版必修2课件：第六章 万有引力与航天 .pptx,占位符,物理
高中物理必2课件：5.1  曲线运动.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\物理\K48-02高中人教版物理全套课件\必修二\高中物理必修2课件全套每课时（20份）\高中物理必2课件：5.1  曲线运动.ppt,占位符,物理
高中物理必2课件：5.2  平抛运动.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\物理\K48-02高中人教版物理全套课件\必修二\高中物理必修2课件全套每课时（20份）\高中物理必2课件：5.2  平抛运动.ppt,占位符,物理
高中物理必2课件：5.3  实验：研究平抛运动.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\物理\K48-02高中人教版物理全套课件\必修二\高中物理必修2课件全套每课时（20份）\高中物理必2课件：5.3  实验：研究平抛运动.ppt,占位符,物理
高中物理必2课件：5.4  圆周运动.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\物理\K48-02高中人教版物理全套课件\必修二\高中物理必修2课件全套每课时（20份）\高中物理必2课件：5.4  圆周运动.ppt,占位符,物理
高中物理必2课件：5.5  向心加速度.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\物理\K48-02高中人教版物理全套课件\必修二\高中物理必修2课件全套每课时（20份）\高中物理必2课件：5.5  向心加速度.ppt,占位符,物理
高中物理必2课件：5.6  向心力.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\物理\K48-02高中人教版物理全套课件\必修二\高中物理必修2课件全套每课时（20份）\高中物理必2课件：5.6  向心力.ppt,占位符,物理
高中物理必2课件：5.7  生活中的圆周运动.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\物理\K48-02高中人教版物理全套课件\必修二\高中物理必修2课件全套每课时（20份）\高中物理必2课件：5.7  生活中的圆周运动.ppt,占位符,物理
高中物理必2课件：6.1  行星的运动.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\物理\K48-02高中人教版物理全套课件\必修二\高中物理必修2课件全套每课时（20份）\高中物理必2课件：6.1  行星的运动.ppt,占位符,物理
高中物理必2课件：6.2  太阳与行星间的引力.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\物理\K48-02高中人教版物理全套课件\必修二\高中物理必修2课件全套每课时（20份）\高中物理必2课件：6.2  太阳与行星间的引力.ppt,占位符,物理
高中物理必2课件：6.3  万有引力定律.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\物理\K48-02高中人教版物理全套课件\必修二\高中物理必修2课件全套每课时（20份）\高中物理必2课件：6.3  万有引力定律.ppt,占位符,物理
高中物理必2课件：6.4  万有引力理论的成就.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\物理\K48-02高中人教版物理全套课件\必修二\高中物理必修2课件全套每课时（20份）\高中物理必2课件：6.4  万有引力理论的成就.ppt,占位符,物理
高中物理必2课件：6.5  宇宙航行课件.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\物理\K48-02高中人教版物理全套课件\必修二\高中物理必修2课件全套每课时（20份）\高中物理必2课件：6.5  宇宙航行课件.ppt,占位符,物理
高中物理必2课件：6.6  经典力学的局限性.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\物理\K48-02高中人教版物理全套课件\必修二\高中物理必修2课件全套每课时（20份）\高中物理必2课件：6.6  经典力学的局限性.ppt,占位符,物理
高中物理必2课件：7.1  追寻守恒量.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\物理\K48-02高中人教版物理全套课件\必修二\高中物理必修2课件全套每课时（20份）\高中物理必2课件：7.1  追寻守恒量.ppt,占位符,物理
高中物理必2课件：7.10  能量守恒定律和能源.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\物理\K48-02高中人教版物理全套课件\必修二\高中物理必修2课件全套每课时（20份）\高中物理必2课件：7.10  能量守恒定律和能源.ppt,占位符,物理
高中物理必2课件：7.2  功.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\物理\K48-02高中人教版物理全套课件\必修二\高中物理必修2课件全套每课时（20份）\高中物理必2课件：7.2  功.ppt,占位符,物理
高中物理必2课件：7.8  机械能守恒定律.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\物理\K48-02高中人教版物理全套课件\必修二\高中物理必修2课件全套每课时（20份）\高中物理必2课件：7.8  机械能守恒定律.ppt,占位符,物理
高中物理必2课件：7.9  实验：验证机械所能守恒定律.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\物理\K48-02高中人教版物理全套课件\必修二\高中物理必修2课件全套每课时（20份）\高中物理必2课件：7.9  实验：验证机械所能守恒定律.ppt,占位符,物理
高中物理必2课件：第五章 曲线运动 复习.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\物理\K48-02高中人教版物理全套课件\必修二\高中物理必修2课件全套每课时（20份）\高中物理必2课件：第五章 曲线运动 复习.ppt,占位符,物理
